Van (datum);Van (tijdstip);Tot (datum);Tot (tijdstip);EAN-code;Meter;Metertype;Register;Volume;Eenheid;Validatiestatus;Omschrijving
13-08-2025;00:00:00;14-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;1980,825;kVArh;Gevalideerd;
14-08-2025;00:00:00;15-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2171,125;kWh;Gevalideerd;
14-08-2025;00:00:00;15-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;502,425;kWh;Gevalideerd;
14-08-2025;00:00:00;15-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;743,709;kVArh;Gevalideerd;
14-08-2025;00:00:00;15-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;123,200;kVArh;Gevalideerd;
14-08-2025;00:00:00;15-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;1889,250;kVArh;Gevalideerd;
15-08-2025;00:00:00;16-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
15-08-2025;00:00:00;16-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;279,675;kWh;Gevalideerd;
15-08-2025;00:00:00;16-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;98,387;kVArh;Gevalideerd;
15-08-2025;00:00:00;16-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;233,750;kVArh;Gevalideerd;
15-08-2025;00:00:00;16-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
16-08-2025;00:00:00;17-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
16-08-2025;00:00:00;17-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;272,250;kWh;Gevalideerd;
16-08-2025;00:00:00;17-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;103,906;kVArh;Gevalideerd;
16-08-2025;00:00:00;17-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;235,675;kVArh;Gevalideerd;
16-08-2025;00:00:00;17-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
17-08-2025;00:00:00;18-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
17-08-2025;00:00:00;18-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;274,450;kWh;Gevalideerd;
17-08-2025;00:00:00;18-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;103,391;kVArh;Gevalideerd;
17-08-2025;00:00:00;18-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;236,225;kVArh;Gevalideerd;
17-08-2025;00:00:00;18-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
18-08-2025;00:00:00;19-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2361,975;kWh;Gevalideerd;
18-08-2025;00:00:00;19-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;415,800;kWh;Gevalideerd;
18-08-2025;00:00:00;19-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;768,426;kVArh;Gevalideerd;
18-08-2025;00:00:00;19-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;119,625;kVArh;Gevalideerd;
18-08-2025;00:00:00;19-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;1974,500;kVArh;Gevalideerd;
19-08-2025;00:00:00;20-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;1461,350;kWh;Gevalideerd;
19-08-2025;00:00:00;20-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;136,400;kWh;Gevalideerd;
19-08-2025;00:00:00;20-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;382,873;kVArh;Gevalideerd;
19-08-2025;00:00:00;20-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;146,300;kVArh;Gevalideerd;
19-08-2025;00:00:00;20-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;982,850;kVArh;Gevalideerd;
20-08-2025;00:00:00;21-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2572,900;kWh;Gevalideerd;
20-08-2025;00:00:00;21-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;486,200;kWh;Gevalideerd;
20-08-2025;00:00:00;21-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;855,978;kVArh;Gevalideerd;
20-08-2025;00:00:00;21-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;107,250;kVArh;Gevalideerd;
20-08-2025;00:00:00;21-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2214,300;kVArh;Gevalideerd;
21-08-2025;00:00:00;22-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2591,325;kWh;Gevalideerd;
21-08-2025;00:00:00;22-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;451,825;kWh;Gevalideerd;
21-08-2025;00:00:00;22-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;864,957;kVArh;Gevalideerd;
21-08-2025;00:00:00;22-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;116,050;kVArh;Gevalideerd;
21-08-2025;00:00:00;22-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2218,975;kVArh;Gevalideerd;
22-08-2025;00:00:00;23-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;1848,000;kWh;Gevalideerd;
22-08-2025;00:00:00;23-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;461,725;kWh;Gevalideerd;
22-08-2025;00:00:00;23-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;677,751;kVArh;Gevalideerd;
22-08-2025;00:00:00;23-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;146,575;kVArh;Gevalideerd;
22-08-2025;00:00:00;23-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;1640,100;kVArh;Gevalideerd;
23-08-2025;00:00:00;24-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
23-08-2025;00:00:00;24-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;319,550;kWh;Gevalideerd;
23-08-2025;00:00:00;24-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;72,488;kVArh;Gevalideerd;
23-08-2025;00:00:00;24-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;227,150;kVArh;Gevalideerd;
23-08-2025;00:00:00;24-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
24-08-2025;00:00:00;25-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
24-08-2025;00:00:00;25-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;326,700;kWh;Gevalideerd;
24-08-2025;00:00:00;25-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;68,957;kVArh;Gevalideerd;
24-08-2025;00:00:00;25-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;226,875;kVArh;Gevalideerd;
24-08-2025;00:00:00;25-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
25-08-2025;00:00:00;26-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2643,025;kWh;Gevalideerd;
25-08-2025;00:00:00;26-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;390,775;kWh;Gevalideerd;
25-08-2025;00:00:00;26-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;828,859;kVArh;Gevalideerd;
25-08-2025;00:00:00;26-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;121,275;kVArh;Gevalideerd;
25-08-2025;00:00:00;26-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2165,075;kVArh;Gevalideerd;
26-08-2025;00:00:00;27-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2661,725;kWh;Gevalideerd;
26-08-2025;00:00:00;27-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;390,225;kWh;Gevalideerd;
26-08-2025;00:00:00;27-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;817,113;kVArh;Gevalideerd;
26-08-2025;00:00:00;27-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;119,350;kVArh;Gevalideerd;
26-08-2025;00:00:00;27-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2169,200;kVArh;Gevalideerd;
27-08-2025;00:00:00;28-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2681,525;kWh;Gevalideerd;
27-08-2025;00:00:00;28-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;423,775;kWh;Gevalideerd;
27-08-2025;00:00:00;28-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;828,803;kVArh;Gevalideerd;
27-08-2025;00:00:00;28-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;110,825;kVArh;Gevalideerd;
27-08-2025;00:00:00;28-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2210,450;kVArh;Gevalideerd;
28-08-2025;00:00:00;29-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;1739,375;kWh;Gevalideerd;
28-08-2025;00:00:00;29-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;526,625;kWh;Gevalideerd;
28-08-2025;00:00:00;29-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;616,608;kVArh;Gevalideerd;
28-08-2025;00:00:00;29-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;130,075;kVArh;Gevalideerd;
28-08-2025;00:00:00;29-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;1571,075;kVArh;Gevalideerd;
29-08-2025;00:00:00;30-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;297,825;kWh;Gevalideerd;
29-08-2025;00:00:00;30-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;158,400;kWh;Gevalideerd;
29-08-2025;00:00:00;30-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;26,288;kVArh;Gevalideerd;
29-08-2025;00:00:00;30-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;194,425;kVArh;Gevalideerd;
29-08-2025;00:00:00;30-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;11,000;kVArh;Gevalideerd;
30-08-2025;00:00:00;31-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
30-08-2025;00:00:00;31-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;328,900;kWh;Gevalideerd;
30-08-2025;00:00:00;31-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;60,617;kVArh;Gevalideerd;
30-08-2025;00:00:00;31-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;217,800;kVArh;Gevalideerd;
30-08-2025;00:00:00;31-08-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
31-08-2025;00:00:00;01-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
31-08-2025;00:00:00;01-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;295,625;kWh;Gevalideerd;
31-08-2025;00:00:00;01-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;80,052;kVArh;Gevalideerd;
31-08-2025;00:00:00;01-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;222,475;kVArh;Gevalideerd;
31-08-2025;00:00:00;01-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
01-09-2025;00:00:00;02-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2613,875;kWh;Gevalideerd;
01-09-2025;00:00:00;02-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;520,025;kWh;Gevalideerd;
01-09-2025;00:00:00;02-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;872,544;kVArh;Gevalideerd;
01-09-2025;00:00:00;02-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;106,425;kVArh;Gevalideerd;
01-09-2025;00:00:00;02-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2272,050;kVArh;Gevalideerd;
02-09-2025;00:00:00;03-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2715,900;kWh;Gevalideerd;
02-09-2025;00:00:00;03-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;506,275;kWh;Gevalideerd;
02-09-2025;00:00:00;03-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;826,908;kVArh;Gevalideerd;
02-09-2025;00:00:00;03-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;100,375;kVArh;Gevalideerd;
02-09-2025;00:00:00;03-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2262,150;kVArh;Gevalideerd;
03-09-2025;00:00:00;04-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2679,325;kWh;Gevalideerd;
03-09-2025;00:00:00;04-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;357,775;kWh;Gevalideerd;
03-09-2025;00:00:00;04-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;849,485;kVArh;Gevalideerd;
03-09-2025;00:00:00;04-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;110,275;kVArh;Gevalideerd;
03-09-2025;00:00:00;04-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2189,275;kVArh;Gevalideerd;
04-09-2025;00:00:00;05-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2748,350;kWh;Gevalideerd;
04-09-2025;00:00:00;05-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;528,550;kWh;Gevalideerd;
04-09-2025;00:00:00;05-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;869,098;kVArh;Gevalideerd;
04-09-2025;00:00:00;05-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;64,350;kVArh;Gevalideerd;
04-09-2025;00:00:00;05-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2313,025;kVArh;Gevalideerd;
05-09-2025;00:00:00;06-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2786,575;kWh;Gevalideerd;
05-09-2025;00:00:00;06-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;565,400;kWh;Gevalideerd;
05-09-2025;00:00:00;06-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;862,754;kVArh;Gevalideerd;
05-09-2025;00:00:00;06-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;36,300;kVArh;Gevalideerd;
05-09-2025;00:00:00;06-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2330,075;kVArh;Gevalideerd;
06-09-2025;00:00:00;07-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
06-09-2025;00:00:00;07-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;388,850;kWh;Gevalideerd;
06-09-2025;00:00:00;07-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;22,862;kVArh;Gevalideerd;
06-09-2025;00:00:00;07-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;201,025;kVArh;Gevalideerd;
06-09-2025;00:00:00;07-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,275;kVArh;Gevalideerd;
07-09-2025;00:00:00;08-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
07-09-2025;00:00:00;08-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;337,975;kWh;Gevalideerd;
07-09-2025;00:00:00;08-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;50,153;kVArh;Gevalideerd;
07-09-2025;00:00:00;08-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;212,025;kVArh;Gevalideerd;
07-09-2025;00:00:00;08-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
08-09-2025;00:00:00;09-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2541,275;kWh;Gevalideerd;
08-09-2025;00:00:00;09-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;534,875;kWh;Gevalideerd;
08-09-2025;00:00:00;09-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;850,655;kVArh;Gevalideerd;
08-09-2025;00:00:00;09-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;113,025;kVArh;Gevalideerd;
08-09-2025;00:00:00;09-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2212,100;kVArh;Gevalideerd;
09-09-2025;00:00:00;10-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2557,775;kWh;Gevalideerd;
09-09-2025;00:00:00;10-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;564,850;kWh;Gevalideerd;
09-09-2025;00:00:00;10-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;836,476;kVArh;Gevalideerd;
09-09-2025;00:00:00;10-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;104,225;kVArh;Gevalideerd;
09-09-2025;00:00:00;10-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2218,975;kVArh;Gevalideerd;
10-09-2025;00:00:00;11-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2497,550;kWh;Gevalideerd;
10-09-2025;00:00:00;11-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;582,450;kWh;Gevalideerd;
10-09-2025;00:00:00;11-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;819,980;kVArh;Gevalideerd;
10-09-2025;00:00:00;11-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;96,525;kVArh;Gevalideerd;
10-09-2025;00:00:00;11-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2187,350;kVArh;Gevalideerd;
11-09-2025;00:00:00;12-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2683,175;kWh;Gevalideerd;
11-09-2025;00:00:00;12-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;504,900;kWh;Gevalideerd;
11-09-2025;00:00:00;12-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;808,951;kVArh;Gevalideerd;
11-09-2025;00:00:00;12-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;67,100;kVArh;Gevalideerd;
11-09-2025;00:00:00;12-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2209,350;kVArh;Gevalideerd;
12-09-2025;00:00:00;13-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2445,850;kWh;Gevalideerd;
12-09-2025;00:00:00;13-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;570,075;kWh;Gevalideerd;
12-09-2025;00:00:00;13-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;766,015;kVArh;Gevalideerd;
12-09-2025;00:00:00;13-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;110,825;kVArh;Gevalideerd;
12-09-2025;00:00:00;13-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2090,000;kVArh;Gevalideerd;
13-09-2025;00:00:00;14-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
13-09-2025;00:00:00;14-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;452,100;kWh;Gevalideerd;
13-09-2025;00:00:00;14-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;17,337;kVArh;Gevalideerd;
13-09-2025;00:00:00;14-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;189,475;kVArh;Gevalideerd;
13-09-2025;00:00:00;14-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;15,400;kVArh;Gevalideerd;
14-09-2025;00:00:00;15-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
14-09-2025;00:00:00;15-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;432,025;kWh;Gevalideerd;
14-09-2025;00:00:00;15-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;22,011;kVArh;Gevalideerd;
14-09-2025;00:00:00;15-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;198,550;kVArh;Gevalideerd;
14-09-2025;00:00:00;15-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;11,550;kVArh;Gevalideerd;
15-09-2025;00:00:00;16-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2571,800;kWh;Gevalideerd;
15-09-2025;00:00:00;16-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;652,575;kWh;Gevalideerd;
15-09-2025;00:00:00;16-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;798,261;kVArh;Gevalideerd;
15-09-2025;00:00:00;16-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;73,975;kVArh;Gevalideerd;
15-09-2025;00:00:00;16-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2218,425;kVArh;Gevalideerd;
16-09-2025;00:00:00;17-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2143,350;kWh;Gevalideerd;
16-09-2025;00:00:00;17-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;571,725;kWh;Gevalideerd;
16-09-2025;00:00:00;17-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;697,465;kVArh;Gevalideerd;
16-09-2025;00:00:00;17-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;128,425;kVArh;Gevalideerd;
16-09-2025;00:00:00;17-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;1865,875;kVArh;Gevalideerd;
17-09-2025;00:00:00;18-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2683,175;kWh;Gevalideerd;
17-09-2025;00:00:00;18-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;538,725;kWh;Gevalideerd;
17-09-2025;00:00:00;18-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;874,481;kVArh;Gevalideerd;
17-09-2025;00:00:00;18-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;88,550;kVArh;Gevalideerd;
17-09-2025;00:00:00;18-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2295,425;kVArh;Gevalideerd;
18-09-2025;00:00:00;19-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2009,150;kWh;Gevalideerd;
18-09-2025;00:00:00;19-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;578,325;kWh;Gevalideerd;
18-09-2025;00:00:00;19-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;676,582;kVArh;Gevalideerd;
18-09-2025;00:00:00;19-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;94,325;kVArh;Gevalideerd;
18-09-2025;00:00:00;19-09-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;1766,050;kVArh;Gevalideerd;
